"","region","address","village","id","network_id","network_village","network_address","takeup_survey","delay","intensive","understanding","network_missname"
"1303",1,"jingang4","jingang",1112195,1112194,"jingang","jingang4",0,1,0,0.200000002980232,0
"1304",1,"jingang4","jingang",1112193,1112194,"jingang","jingang4",0,1,0,0.200000002980232,0
"1305",1,"jingang4","jingang",1112194,1112195,"jingang","jingang4",0,0,0,0.600000023841858,0
"1306",1,"jingang4","jingang",1112175,1112195,"jingang","jingang4",0,0,0,0.600000023841858,0
"1307",1,"jingang4","jingang",1112186,1112195,"jingang","jingang4",0,0,0,0.600000023841858,0
"1308",1,"jingang4","jingang",1112193,1112195,"jingang","jingang4",0,0,0,0.600000023841858,0
"1309",1,"jingang4","jingang",1112152,1112195,"jingang","jingang4",0,0,0,0.600000023841858,0
"1310",1,"jingang4","jingang",1112189,1112196,"jingang","jingang4",NA,NA,NA,NA,0
"1311",1,"jingang4","jingang",1112167,1112197,"jingang","jingang4",0,1,0,1,0
"1312",1,"jingang4","jingang",1112189,1112197,"jingang","jingang4",0,1,0,1,0
"1313",1,"jingang4","jingang",1112143,1112197,"jingang","jingang4",0,1,0,1,0
"1314",1,"jingang4","jingang",1112138,1112197,"jingang","jingang4",0,1,0,1,0
"1315",1,"jingang4","jingang",1112171,1112197,"jingang","jingang4",0,1,0,1,0
"1316",1,"jingang4","jingang",1112170,1112199,"jingang","jingang4",NA,NA,NA,NA,0
"1317",1,"jingang4","jingang",1112159,1112201,"jingang","jingang4",NA,NA,NA,NA,0
"1318",1,"jingang4","jingang",1112152,1112201,"jingang","jingang4",NA,NA,NA,NA,0
"1319",1,"jingang4","jingang",1112171,1112201,"jingang","jingang4",NA,NA,NA,NA,0
"1320",1,"jingang4","jingang",1112172,1112202,"jingang","jingang4",NA,NA,NA,NA,0
"1321",1,"jingang4","jingang",1112166,1112202,"jingang","jingang4",NA,NA,NA,NA,0
"1322",1,"jingang4","jingang",1112189,1112203,"jingang","jingang4",0,1,0,0,0
"1323",1,"jingang4","jingang",1112182,1112203,"jingang","jingang4",0,1,0,0,0
"1324",1,"jingang4","jingang",1112151,1112203,"jingang","jingang4",0,1,0,0,0
"1325",1,"jingang4","jingang",1112146,1112203,"jingang","jingang4",0,1,0,0,0
"1326",1,"jingang4","jingang",1112160,1112203,"jingang","jingang4",0,1,0,0,0
"1327",1,"jingang4","jingang",1112186,1112203,"jingang","jingang2",0,1,0,0,0
"1328",1,"jingang4","jingang",1112162,1112204,"jingang","jingang4",NA,NA,NA,NA,0
"1329",1,"jingang4","jingang",1112149,1112205,"jingang","jingang4",NA,NA,NA,NA,0
"1330",1,"jingang4","jingang",1112149,1112208,"jingang","jingang4",0,0,1,0.800000011920929,0
"1331",1,"jingang5","jingang",1112246,1112211,"jingang","jingang5",NA,NA,NA,NA,0
"1332",1,"jingang5","jingang",1112248,1112211,"jingang","jingang5",NA,NA,NA,NA,0
"1333",1,"jingang5","jingang",1112229,1112212,"jingang","jingang5",NA,NA,NA,NA,0
"1334",1,"jingang5","jingang",1112221,1112212,"jingang","jingang5",NA,NA,NA,NA,0
"1335",1,"jingang5","jingang",1112232,1112213,"jingang","jingang5",NA,NA,NA,NA,0
"1336",1,"jingang5","jingang",1112216,1112213,"jingang","jingang5",NA,NA,NA,NA,0
"1337",1,"jingang5","jingang",1112214,1112216,"jingang","jingang5",0,1,1,0.400000005960464,0
"1338",1,"jingang5","jingang",1112238,1112216,"jingang","jingang5",0,1,1,0.400000005960464,0
"1339",1,"jingang5","jingang",1112224,1112216,"jingang","jingang5",0,1,1,0.400000005960464,0
"1340",1,"jingang5","jingang",1112230,1112216,"jingang","jingang5",0,1,1,0.400000005960464,0
"1341",1,"jingang5","jingang",1112232,1112217,"jingang","jingang5",0,1,0,0.200000002980232,0
"1342",1,"jingang5","jingang",1112216,1112217,"jingang","jingang5",0,1,0,0.200000002980232,0
"1343",1,"jingang5","jingang",1112253,1112217,"jingang","jingang5",0,1,0,0.200000002980232,0
"1344",1,"jingang5","jingang",1112243,1112217,"jingang","jingang5",0,1,0,0.200000002980232,0
"1345",1,"jingang5","jingang",1112224,1112217,"jingang","jingang5",0,1,0,0.200000002980232,0
"1346",1,"jingang5","jingang",1112253,1112221,"jingang","jingang5",0,1,1,0.600000023841858,0
"1347",1,"jingang5","jingang",1112238,1112221,"jingang","jingang5",0,1,1,0.600000023841858,0
"1348",1,"jingang5","jingang",1112246,1112221,"jingang","jingang5",0,1,1,0.600000023841858,0
"1349",1,"jingang5","jingang",1112221,1112222,"jingang","jingang5",NA,NA,NA,NA,0
"1350",1,"jingang5","jingang",1112258,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1351",1,"jingang5","jingang",1112250,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1352",1,"jingang5","jingang",1112227,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1353",1,"jingang5","jingang",1112241,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1354",1,"jingang5","jingang",1112248,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1355",1,"jingang5","jingang",1112216,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1356",1,"jingang5","jingang",1112229,1112223,"jingang","jingang5",1,1,0,0.400000005960464,0
"1357",1,"jingang5","jingang",1112238,1112224,"jingang","jingang5",0,0,0,0.200000002980232,0
"1358",1,"jingang5","jingang",1112229,1112224,"jingang","jingang5",0,0,0,0.200000002980232,0
"1359",1,"jingang5","jingang",1112217,1112225,"jingang","jingang5",NA,NA,NA,NA,0
"1360",1,"jingang5","jingang",1112221,1112226,"jingang","jingang5",NA,NA,NA,NA,0
"1361",1,"jingang5","jingang",1112242,1112226,"jingang","jingang5",NA,NA,NA,NA,0
"1362",1,"jingang5","jingang",1112223,1112226,"jingang","jingang5",NA,NA,NA,NA,0
"1363",1,"jingang5","jingang",1112250,1112227,"jingang","jingang5",0,0,0,0.600000023841858,0
"1364",1,"jingang5","jingang",1112239,1112227,"jingang","jingang5",0,0,0,0.600000023841858,0
"1365",1,"jingang5","jingang",1112254,1112227,"jingang","jingang5",0,0,0,0.600000023841858,0
"1366",1,"jingang5","jingang",1112227,1112228,"jingang","jingang5",NA,NA,NA,NA,0
"1367",1,"jingang5","jingang",1112230,1112228,"jingang","jingang5",NA,NA,NA,NA,0
"1368",1,"jingang5","jingang",1112224,1112229,"jingang","jingang5",0,1,0,0.200000002980232,0
"1369",1,"jingang5","jingang",1112242,1112229,"jingang","jingang5",0,1,0,0.200000002980232,0
"1370",1,"jingang5","jingang",1112223,1112229,"jingang","jingang5",0,1,0,0.200000002980232,0
"1371",1,"jingang5","jingang",1112241,1112229,"jingang","jingang5",0,1,0,0.200000002980232,0
"1372",1,"jingang5","jingang",1112231,1112230,"jingang","jingang5",0,1,1,0.400000005960464,0
"1373",1,"jingang5","jingang",1112243,1112230,"jingang","jingang5",0,1,1,0.400000005960464,0
"1374",1,"jingang5","jingang",1112229,1112230,"jingang","jingang5",0,1,1,0.400000005960464,0
"1375",1,"jingang5","jingang",1112217,1112230,"jingang","jingang5",0,1,1,0.400000005960464,0
"1376",1,"jingang5","jingang",1112232,1112230,"jingang","jingang5",0,1,1,0.400000005960464,0
"1377",1,"jingang5","jingang",1112256,1112230,"jingang","jingang5",0,1,1,0.400000005960464,0
"1378",1,"jingang5","jingang",1112224,1112231,"jingang","jingang5",0,0,0,0.200000002980232,0
"1379",1,"jingang5","jingang",1112253,1112231,"jingang","jingang5",0,0,0,0.200000002980232,0
"1380",1,"jingang5","jingang",1112231,1112231,"jingang","jingang5",0,0,0,0.200000002980232,0
"1381",1,"jingang5","jingang",1112217,1112231,"jingang","jingang5",0,0,0,0.200000002980232,0
"1382",1,"jingang5","jingang",1112238,1112231,"jingang","jingang5",0,0,0,0.200000002980232,0
"1383",1,"jingang5","jingang",1112230,1112232,"jingang","jingang5",0,1,1,0.200000002980232,0
"1384",1,"jingang5","jingang",1112253,1112232,"jingang","jingang5",0,1,1,0.200000002980232,0
"1385",1,"jingang5","jingang",1112217,1112232,"jingang","jingang5",0,1,1,0.200000002980232,0
"1386",1,"jingang5","jingang",1112239,1112233,"jingang","jingang5",NA,NA,NA,NA,0
"1387",1,"jingang5","jingang",1112231,1112235,"jingang","jingang5",NA,NA,NA,NA,0
"1388",1,"jingang5","jingang",1112214,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1389",1,"jingang5","jingang",1112216,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1390",1,"jingang5","jingang",1112238,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1391",1,"jingang5","jingang",1112230,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1392",1,"jingang5","jingang",1112253,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1393",1,"jingang5","jingang",1112217,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1394",1,"jingang5","jingang",1112232,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1395",1,"jingang5","jingang",1112231,1112236,"jingang","jingang5",NA,NA,NA,NA,0
"1396",1,"jingang5","jingang",1112221,1112237,"jingang","jingang5",NA,NA,NA,NA,0
"1397",1,"jingang5","jingang",1112250,1112238,"jingang","jingang5",0,0,1,0.800000011920929,0
"1398",1,"jingang5","jingang",1112224,1112239,"jingang","jingang5",0,1,1,0.200000002980232,0
"1399",1,"jingang5","jingang",1112241,1112239,"jingang","jingang5",0,1,1,0.200000002980232,0
"1400",1,"jingang5","jingang",1112258,1112239,"jingang","jingang5",0,1,1,0.200000002980232,0
"1401",1,"jingang5","jingang",1112243,1112239,"jingang","jingang5",0,1,1,0.200000002980232,0
"1402",1,"jingang5","jingang",1112248,1112241,"jingang","jingang5",1,0,0,0.200000002980232,0
"1403",1,"jingang5","jingang",1112259,1112241,"jingang","jingang5",1,0,0,0.200000002980232,0
"1404",1,"jingang5","jingang",1112254,1112241,"jingang","jingang5",1,0,0,0.200000002980232,0
"1405",1,"jingang5","jingang",1112221,1112241,"jingang","jingang5",1,0,0,0.200000002980232,0
"1406",1,"jingang5","jingang",1112227,1112241,"jingang","jingang5",1,0,0,0.200000002980232,0
"1407",1,"jingang5","jingang",1112258,1112242,"jingang","jingang5",0,1,0,0,0
"1408",1,"jingang5","jingang",1112250,1112242,"jingang","jingang5",0,1,0,0,0
"1409",1,"jingang5","jingang",1112243,1112242,"jingang","jingang5",0,1,0,0,0
"1410",1,"jingang5","jingang",1112223,1112242,"jingang","jingang5",0,1,0,0,0
"1411",1,"jingang5","jingang",1112251,1112242,"jingang","jingang5",0,1,0,0,0
"1412",1,"jingang5","jingang",1112229,1112242,"jingang","jingang5",0,1,0,0,0
"1413",1,"jingang5","jingang",1112248,1112243,"jingang","jingang5",0,1,0,0.200000002980232,0
"1414",1,"jingang5","jingang",1112258,1112243,"jingang","jingang5",0,1,0,0.200000002980232,0
"1415",1,"jingang5","jingang",1112242,1112243,"jingang","jingang5",0,1,0,0.200000002980232,0
"1416",1,"jingang5","jingang",1112231,1112244,"jingang","jingang5",NA,NA,NA,NA,0
"1417",1,"jingang5","jingang",1112239,1112246,"jingang","jingang5",0,1,1,0.400000005960464,0
"1418",1,"jingang5","jingang",1112259,1112246,"jingang","jingang5",0,1,1,0.400000005960464,0
"1419",1,"jingang5","jingang",1112227,1112246,"jingang","jingang5",0,1,1,0.400000005960464,0
"1420",1,"jingang5","jingang",1112258,1112246,"jingang","jingang5",0,1,1,0.400000005960464,0
"1421",1,"jingang5","jingang",1112250,1112246,"jingang","jingang5",0,1,1,0.400000005960464,0
"1422",1,"jingang5","jingang",1112227,1112248,"jingang","jingang5",1,1,0,0.400000005960464,0
"1423",1,"jingang5","jingang",1112259,1112248,"jingang","jingang5",1,1,0,0.400000005960464,0
"1424",1,"jingang5","jingang",1112223,1112248,"jingang","jingang5",1,1,0,0.400000005960464,0
"1425",1,"jingang5","jingang",1112230,1112248,"jingang","jingang5",1,1,0,0.400000005960464,0
"1426",1,"jingang5","jingang",1112241,1112248,"jingang","jingang5",1,1,0,0.400000005960464,0
"1427",1,"jingang5","jingang",1112256,1112249,"jingang","jingang5",NA,NA,NA,NA,0
"1428",1,"jingang5","jingang",1112242,1112249,"jingang","jingang5",NA,NA,NA,NA,0
"1429",1,"jingang5","jingang",1112251,1112249,"jingang","jingang5",NA,NA,NA,NA,0
"1430",1,"jingang5","jingang",1112256,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1431",1,"jingang8","jingang",1112394,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1432",1,"jingang5","jingang",1112243,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1433",1,"jingang5","jingang",1112223,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1434",1,"jingang5","jingang",1112259,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1435",1,"jingang5","jingang",1112254,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1436",1,"jingang5","jingang",1112242,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1437",1,"jingang5","jingang",1112251,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1438",1,"jingang5","jingang",1112214,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1439",1,"jingang5","jingang",1112246,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1440",1,"jingang5","jingang",1112241,1112250,"jingang","jingang5",1,0,1,0.600000023841858,0
"1441",1,"jingang9","jingang",1112443,1112252,"jingang","jingang5",0,0,0,NA,1
"1442",1,"jingang5","jingang",1112216,1112252,"jingang","jingang5",0,0,0,NA,1
"1443",1,"jingang5","jingang",1112232,1112253,"jingang","jingang5",0,1,1,1,0
"1444",1,"jingang5","jingang",1112214,1112253,"jingang","jingang5",0,1,1,1,0
"1445",1,"jingang5","jingang",1112214,1112254,"jingang","jingang5",0,0,0,0.600000023841858,0
"1446",1,"jingang5","jingang",1112259,1112256,"jingang","jingang5",0,0,1,0.800000011920929,0
"1447",1,"jingang5","jingang",1112251,1112256,"jingang","jingang5",0,0,1,0.800000011920929,0
"1448",1,"jingang5","jingang",1112239,1112256,"jingang","jingang5",0,0,1,0.800000011920929,0
"1449",1,"jingang5","jingang",1112248,1112258,"jingang","jingang5",0,1,1,0.400000005960464,0
"1450",1,"jingang5","jingang",1112254,1112258,"jingang","jingang5",0,1,1,0.400000005960464,0
"1451",1,"jingang5","jingang",1112254,1112259,"jingang","jingang5",0,0,1,NA,0
"1452",1,"jingang5","jingang",1112256,1112259,"jingang","jingang5",0,0,1,NA,0
"1453",1,"jingang5","jingang",1112246,1112259,"jingang","jingang5",0,0,1,NA,0
"1454",1,"jingang5","jingang",1112251,1112259,"jingang","jingang5",0,0,1,NA,0
"1455",1,"jingang5","jingang",1112239,1112260,"jingang","jingang5",NA,NA,NA,NA,0
"1456",1,"jingang5","jingang",1112256,1112260,"jingang","jingang5",NA,NA,NA,NA,0
"1457",1,"jingang5","jingang",1112246,1112260,"jingang","jingang5",NA,NA,NA,NA,0
"1458",1,"jingang9","jingang",1112468,1112365,"jingang","jingang9",NA,NA,NA,NA,0
"1459",1,"jingang8","jingang",1112387,1112385,"jingang","jingang8",0,1,1,0,0
"1460",1,"jingang8","jingang",1112407,1112385,"jingang","jingang8",0,1,1,0,0
"1461",1,"jingang8","jingang",1112390,1112386,"jingang","jingang8",1,0,1,0.800000011920929,0
"1462",1,"jingang8","jingang",1112425,1112386,"jingang","jingang8",1,0,1,0.800000011920929,0
"1463",1,"jingang8","jingang",1112405,1112386,"jingang","jingang8",1,0,1,0.800000011920929,0
"1464",1,"jingang8","jingang",1112388,1112386,"jingang","jingang8",1,0,1,0.800000011920929,0
"1465",1,"jingang8","jingang",1112427,1112386,"jingang","jingang8",1,0,1,0.800000011920929,0
"1466",1,"jingang8","jingang",1112399,1112386,"jingang","jingang8",1,0,1,0.800000011920929,0
"1467",1,"jingang8","jingang",1112410,1112387,"jingang","jingang8",1,0,0,0.200000002980232,0
"1468",1,"jingang8","jingang",1112390,1112387,"jingang","jingang8",1,0,0,0.200000002980232,0
"1469",1,"jingang8","jingang",1112423,1112387,"jingang","jingang8",1,0,0,0.200000002980232,0
"1470",1,"jingang8","jingang",1112399,1112388,"jingang","jingang8",0,1,0,0.200000002980232,0
"1471",1,"jingang8","jingang",1112386,1112388,"jingang","jingang8",0,1,0,0.200000002980232,0
"1472",1,"jingang8","jingang",1112412,1112388,"jingang","jingang8",0,1,0,0.200000002980232,0
"1473",1,"jingang8","jingang",1112387,1112388,"jingang","jingang8",0,1,0,0.200000002980232,0
"1474",1,"jingang8","jingang",1112411,1112388,"jingang","jingang8",0,1,0,0.200000002980232,0
"1475",1,"jingang8","jingang",1112394,1112388,"jingang","jingang8",0,1,0,0.200000002980232,0
"1476",1,"jingang8","jingang",1112410,1112390,"jingang","jingang8",1,0,1,1,0
"1477",1,"jingang8","jingang",1112385,1112390,"jingang","jingang8",1,0,1,1,0
"1478",1,"jingang8","jingang",1112387,1112390,"jingang","jingang8",1,0,1,1,0
"1479",1,"jingang8","jingang",1112418,1112391,"jingang","jingang8",NA,NA,NA,NA,0
"1480",1,"jingang8","jingang",1112403,1112392,"jingang","jingang8",NA,NA,NA,NA,0
"1481",1,"jingang8","jingang",1112410,1112393,"jingang","jingang8",NA,NA,NA,NA,0
"1482",1,"jingang8","jingang",1112423,1112393,"jingang","jingang8",NA,NA,NA,NA,0
"1483",1,"jingang8","jingang",1112394,1112393,"jingang","jingang8",NA,NA,NA,NA,0
"1484",1,"jingang8","jingang",1112411,1112393,"jingang","jingang8",NA,NA,NA,NA,0
"1485",1,"jingang8","jingang",1112390,1112394,"jingang","jingang8",1,0,1,1,0
"1486",1,"jingang8","jingang",1112410,1112394,"jingang","jingang8",1,0,1,1,0
"1487",1,"jingang8","jingang",1112411,1112394,"jingang","jingang8",1,0,1,1,0
"1488",1,"jingang8","jingang",1112385,1112394,"jingang","jingang8",1,0,1,1,0
"1489",1,"jingang8","jingang",1112388,1112396,"jingang","jingang8",0,0,0,0,0
"1490",1,"jingang8","jingang",1112399,1112397,"jingang","jingang8",NA,NA,NA,NA,0
"1491",1,"jingang8","jingang",1112402,1112398,"jingang","jingang8",NA,NA,NA,NA,0
"1492",1,"jingang8","jingang",1112385,1112398,"jingang","jingang8",NA,NA,NA,NA,0
"1493",1,"jingang8","jingang",1112418,1112398,"jingang","jingang8",NA,NA,NA,NA,0
"1494",1,"jingang8","jingang",1112425,1112399,"jingang","jingang8",1,1,0,0.200000002980232,0
"1495",1,"jingang8","jingang",1112407,1112399,"jingang","jingang8",1,1,0,0.200000002980232,0
"1496",1,"jingang8","jingang",1112424,1112399,"jingang","",1,1,0,0.200000002980232,0
"1497",1,"jingang8","jingang",1112403,1112399,"jingang","jingang8",1,1,0,0.200000002980232,0
"1498",1,"jingang8","jingang",1112388,1112399,"jingang","jingang8",1,1,0,0.200000002980232,0
"1499",1,"jingang8","jingang",1112395,1112401,"jingang","jingang8",NA,NA,NA,NA,0
"1500",1,"jingang8","jingang",1112407,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1501",1,"jingang8","jingang",1112395,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1502",1,"jingang8","jingang",1112418,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1503",1,"jingang8","jingang",1112425,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1504",1,"jingang8","jingang",1112410,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1505",1,"jingang8","jingang",1112405,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1506",1,"jingang8","jingang",1112386,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1507",1,"jingang8","jingang",1112385,1112402,"jingang","jingang8",0,1,1,0.800000011920929,0
"1508",1,"jingang8","jingang",1112399,1112403,"jingang","jingang8",0,0,0,0,0
"1509",1,"jingang8","jingang",1112423,1112403,"jingang","jingang8",0,0,0,0,0
"1510",1,"jingang8","jingang",1112424,1112404,"jingang","",NA,0,1,0.800000011920929,1
"1511",1,"jingang8","jingang",1112395,1112405,"jingang","jingang8",1,0,1,0.800000011920929,0
"1512",1,"jingang8","jingang",1112403,1112407,"jingang","jingang8",0,0,0,0.400000005960464,0
"1513",1,"jingang8","jingang",1112412,1112407,"jingang","jingang8",0,0,0,0.400000005960464,0
"1514",1,"jingang8","jingang",1112385,1112408,"jingang","jingang8",NA,NA,NA,NA,0
"1515",1,"jingang8","jingang",1112387,1112408,"jingang","jingang8",NA,NA,NA,NA,0
"1516",1,"jingang8","jingang",1112403,1112408,"jingang","jingang8",NA,NA,NA,NA,0
"1517",1,"jingang8","jingang",1112387,1112410,"jingang","jingang8",1,1,0,0.200000002980232,0
"1518",1,"jingang8","jingang",1112425,1112410,"jingang","jingang8",1,1,0,0.200000002980232,0
"1519",1,"jingang8","jingang",1112427,1112410,"jingang","jingang8",1,1,0,0.200000002980232,0
"1520",1,"jingang8","jingang",1112424,1112411,"jingang","",1,1,1,0.200000002980232,0
"1521",1,"jingang8","jingang",1112386,1112411,"jingang","jingang8",1,1,1,0.200000002980232,0
"1522",1,"jingang8","jingang",1112423,1112411,"jingang","jingang8",1,1,1,0.200000002980232,0
"1523",1,"jingang8","jingang",1112394,1112412,"jingang","jingang8",1,1,0,0.800000011920929,0
"1524",1,"jingang8","jingang",1112411,1112412,"jingang","jingang8",1,1,0,0.800000011920929,0
"1525",1,"jingang8","jingang",1112424,1112412,"jingang","",1,1,0,0.800000011920929,1
"1526",1,"jingang8","jingang",1112388,1112412,"jingang","jingang8",1,1,0,0.800000011920929,0
"1527",1,"jingang8","jingang",1112390,1112412,"jingang","jingang8",1,1,0,0.800000011920929,0
"1528",1,"jingang8","jingang",1112427,1112413,"jingang","jingang8",NA,NA,NA,NA,0
"1529",1,"jingang8","jingang",1112405,1112415,"jingang","jingang8",NA,NA,NA,NA,0
"1530",1,"jingang8","jingang",1112403,1112415,"jingang","jingang8",NA,NA,NA,NA,0
"1531",1,"jingang8","jingang",1112402,1112415,"jingang","jingang8",NA,NA,NA,NA,0
"1532",1,"jingang8","jingang",1112402,1112416,"jingang","jingang8",NA,NA,NA,NA,0
"1533",1,"jingang8","jingang",1112405,1112416,"jingang","jingang8",NA,NA,NA,NA,0
"1534",1,"jingang8","jingang",1112418,1112416,"jingang","jingang8",NA,NA,NA,NA,0
"1535",1,"jingang8","jingang",1112395,1112416,"jingang","jingang8",NA,NA,NA,NA,0
"1536",1,"jingang8","jingang",1112407,1112416,"jingang","jingang8",NA,NA,NA,NA,0
"1537",1,"jingang8","jingang",1112418,1112417,"jingang","jingang8",NA,NA,NA,NA,0
"1538",1,"jingang8","jingang",1112402,1112417,"jingang","jingang8",NA,NA,NA,NA,0
"1539",1,"jingang8","jingang",1112422,1112417,"jingang","jingang8",NA,NA,NA,NA,0
"1540",1,"jingang8","jingang",1112402,1112418,"jingang","jingang8",0,0,0,0.400000005960464,0
"1541",1,"jingang8","jingang",1112424,1112419,"jingang","",NA,0,1,0.800000011920929,1
"1542",1,"jingang8","jingang",1112422,1112420,"jingang","jingang8",NA,NA,NA,NA,0
"1543",1,"jingang8","jingang",1112422,1112421,"jingang","jingang8",NA,NA,NA,NA,0
"1544",1,"jingang8","jingang",1112395,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1545",1,"jingang8","jingang",1112422,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1546",1,"jingang8","jingang",1112425,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1547",1,"jingang8","jingang",1112386,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1548",1,"jingang8","jingang",1112423,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1549",1,"jingang8","jingang",1112427,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1550",1,"jingang8","jingang",1112407,1112422,"jingang","jingang8",0,0,0,0.200000002980232,0
"1551",1,"jingang8","jingang",1112405,1112424,"jingang","jingang8",1,1,0,1,0
"1552",1,"jingang8","jingang",1112411,1112425,"jingang","jingang8",0,1,1,0.200000002980232,0
"1553",1,"jingang8","jingang",1112394,1112425,"jingang","jingang8",0,1,1,0.200000002980232,0
"1554",1,"jingang8","jingang",1112386,1112425,"jingang","jingang8",0,1,1,0.200000002980232,0
"1555",1,"jingang8","jingang",1112399,1112425,"jingang","jingang8",0,1,1,0.200000002980232,0
"1556",1,"jingang8","jingang",1112388,1112425,"jingang","jingang8",0,1,1,0.200000002980232,0
"1557",1,"jingang8","jingang",1112390,1112425,"jingang","jingang8",0,1,1,0.200000002980232,0
"1558",1,"jingang8","jingang",1112427,1112426,"jingang","jingang8",NA,NA,NA,NA,0
"1559",1,"jingang9","jingang",1112460,1112429,"jingang","jingang8",NA,NA,NA,NA,0
"1560",1,"jingang9","jingang",1112460,1112430,"jingang","jingang9",NA,NA,NA,NA,0
"1561",1,"jingang9","jingang",1112468,1112431,"jingang","jingang9",1,1,1,0.400000005960464,0
"1562",1,"jingang9","jingang",1112483,1112432,"jingang","jingang9",1,0,1,1,0
"1563",1,"jingang9","jingang",1112443,1112432,"jingang","jingang9",1,0,1,1,0
"1564",1,"jingang9","jingang",1112460,1112432,"jingang","jingang9",1,0,1,1,0
"1565",1,"jingang9","jingang",1112456,1112432,"jingang","jingang9",1,0,1,1,0
"1566",1,"jingang9","jingang",1112431,1112432,"jingang","jingang9",1,0,1,1,0
"1567",1,"jingang9","jingang",1112486,1112432,"jingang","jingang9",1,0,1,1,0
"1568",1,"jingang9","jingang",1112446,1112433,"jingang","jingang9",0,1,1,0.400000005960464,0
"1569",1,"jingang9","jingang",1112431,1112433,"jingang","jingang9",0,1,1,0.400000005960464,0
"1570",1,"jingang9","jingang",1112468,1112433,"jingang","jingang9",0,1,1,0.400000005960464,0
"1571",1,"jingang9","jingang",1112478,1112435,"jingang","jingang9",0,1,1,0.400000005960464,0
"1572",1,"jingang9","jingang",1112436,1112435,"jingang","jingang9",0,1,1,0.400000005960464,0
"1573",1,"jingang9","jingang",1112460,1112435,"jingang","jingang9",0,1,1,0.400000005960464,0
"1574",1,"jingang9","jingang",1112456,1112435,"jingang","jingang9",0,1,1,0.400000005960464,0
"1575",1,"jingang9","jingang",1112452,1112435,"jingang","jingang9",0,1,1,0.400000005960464,0
"1576",1,"jingang9","jingang",1112433,1112436,"jingang","jingang9",0,1,0,0,0
"1577",1,"jingang9","jingang",1112483,1112436,"jingang","jingang9",0,1,0,0,0
"1578",1,"jingang9","jingang",1112438,1112436,"jingang","jingang9",0,1,0,0,0
"1579",1,"jingang9","jingang",1112439,1112437,"jingang","jingang9",0,0,1,NA,0
"1580",1,"jingang9","jingang",1112432,1112437,"jingang","jingang9",0,0,1,NA,0
"1581",1,"jingang8","jingang",1112412,1112438,"jingang","jingang9",0,0,1,0.800000011920929,0
"1582",1,"jingang9","jingang",1112492,1112438,"jingang","jingang9",0,0,1,0.800000011920929,0
"1583",1,"jingang9","jingang",1112443,1112439,"jingang","jingang9",0,1,1,0,0
"1584",1,"jingang9","jingang",1112432,1112439,"jingang","jingang9",0,1,1,0,0
"1585",1,"jingang9","jingang",1112436,1112439,"jingang","jingang9",0,1,1,0,0
"1586",1,"jingang9","jingang",1112483,1112439,"jingang","jingang9",0,1,1,0,0
"1587",1,"jingang9","jingang",1112478,1112439,"jingang","jingang9",0,1,1,0,0
"1588",1,"jingang9","jingang",1112449,1112442,"jingang","jingang9",1,0,0,0.800000011920929,0
"1589",1,"jingang9","jingang",1112444,1112442,"jingang","jingang9",1,0,0,0.800000011920929,0
"1590",1,"jingang9","jingang",1112486,1112442,"jingang","jingang9",1,0,0,0.800000011920929,0
